,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6289,9083119,Stylish apt. in city centre,47366735,Fabian,Pankow,Prenzlauer Berg Ost,52.53662055488048,13.433191629989912,Private room,55,2,55,2018-10-21,1.59,1,142
6290,9084313,Zimmer im belebten Wedding,47371579,Max,Mitte,Wedding Zentrum,52.55167874620037,13.377572645528085,Private room,35,3,1,2015-11-08,0.03,3,0
6291,9085319,Cozy room with balcony!,23328042,Daisy,Pankow,Prenzlauer Berg Nordwest,52.5535150951233,13.403841304445667,Private room,27,2,22,2018-01-04,0.63,1,0
6292,9086379,Christmas in Berlin near citycenter,33754861,Ellen,Pankow,Prenzlauer Berg Ost,52.54552126584554,13.446317961945233,Private room,25,3,0,,,1,0
6293,9089057,DESIGN | SPACIOUS | COZY,5504621,Milan & Jil,Tempelhof - Schöneberg,Schöneberg-Nord,52.490156152447106,13.363260355514633,Entire home/apt,130,3,19,2018-10-07,0.55,1,26
6294,9091264,Centric room in kreuzberg,47402784,Lara,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.495558014136286,13.422130840898125,Entire home/apt,30,1,0,,,1,0
6295,9092305,Gemütliches Zimmer in kleinen WG,42474134,Hannah,Pankow,Pankow Süd,52.566651971723566,13.418386044687074,Private room,60,1,0,,,1,0
6296,9100640,"Large, Modern, Comfortable & Warm",3743883,Jessica,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.493039939391224,13.436111599361672,Entire home/apt,80,3,1,2016-01-03,0.03,1,0
6297,9102068,Berlin Central Calling,24763087,Konstantinos,Mitte,Alexanderplatz,52.51961444840829,13.425403358250973,Private room,27,1,0,,,1,0
6298,9106265,2-room apartment in Berlin-Neukölln,1659928,Laura,Neukölln,Neuköllner Mitte/Zentrum,52.4803001408922,13.43051741280096,Entire home/apt,70,3,2,2016-05-29,0.07,1,0
6299,9107099,Studio + balcony in trendy Neukölln,3393070,Lisa,Neukölln,Rixdorf,52.46989767254529,13.442873974305543,Entire home/apt,60,3,20,2018-08-27,0.55,1,25
6300,9108801,Quite in a Cool Street in Neukolln,12469994,Alessia,Neukölln,Reuterstraße,52.48601337760639,13.432625524261073,Entire home/apt,32,15,0,,,1,0
6301,9109580,2 Zimmer Wohnung in Neukölln,47478452,Sara,Neukölln,Neuköllner Mitte/Zentrum,52.47075507566904,13.43046019588023,Private room,40,1,1,2015-11-17,0.03,1,0
6302,9109921,Modernisierte Remise in Alt-Treptow,47479755,Katja,Treptow - Köpenick,Alt  Treptow,52.489097515988455,13.449256329644866,Entire home/apt,69,3,0,,,1,0
6303,9111186,central 2-room flat with balcony,25852350,Florian,Mitte,Parkviertel,52.555064423367185,13.34311509413839,Entire home/apt,131,1,4,2016-11-21,0.12,1,4
6304,9112919,"Bright, cozy flat in prime location",3400116,Sarah,Mitte,Osloer Straße,52.55432265091447,13.391830918350047,Entire home/apt,88,1,1,2016-01-03,0.03,1,0
6305,9113886,Room in Central Kreuzberg,27894760,Elle,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49633922792285,13.431220604336104,Private room,38,1,4,2016-10-13,0.14,1,0
6306,9114031,Ein Zimmer mit super Location,23215827,Boya,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49531452034233,13.322060021497224,Private room,22,5,1,2015-11-08,0.03,1,0
6307,9114842,,13417592,Rox,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.499078197206295,13.433805802224615,Entire home/apt,60,1,1,2015-11-29,0.03,1,0
6308,9115610,Single Room in Kreuzberg Open for Berlinale 2019,4349786,Ledith,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49575999441394,13.396893979519955,Private room,29,2,57,2018-11-03,1.56,1,34
6309,9121139,Bright&Cozy 10mins by Subway U5 at Alexanderplatz,4065526,Heliodor Apartments / Michael,Lichtenberg,Alt-Lichtenberg,52.51334693371888,13.49044934444535,Entire home/apt,53,1,200,2018-10-29,5.77,6,299
6310,9123008,Bright&spacious w private terrace,22800975,Ki Victoria,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52378990605091,13.452225695275295,Private room,39,1,0,,,1,0
6311,9123102,SUNNY & SPACIOUS PENTHOUSE FRIEDRICHSHAIN,818308,Laura,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51747355749505,13.453952630224135,Entire home/apt,70,4,13,2017-12-29,0.36,1,0
6312,9123319,Sunny large room for up to 2 guests,7796409,Tony,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.488077040539714,13.325691548009706,Private room,49,3,13,2017-09-07,0.35,1,305
6313,9124340,supergemütliche 2 Zimmerwohnung,9063905,Andreas,Pankow,Prenzlauer Berg Süd,52.53284185646368,13.436113396715939,Entire home/apt,60,3,16,2018-10-01,0.44,1,0
6314,9125769,Beautiful apartment in Neukölln,5867999,Heike,Neukölln,Neuköllner Mitte/Zentrum,52.48117970133381,13.427598509595015,Entire home/apt,100,75,7,2018-10-14,0.19,1,0
6315,9126823,Great Room in the Heart of F'Hain,47544802,Adrian,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.509168980657975,13.464927976708562,Private room,19,1,2,2016-05-16,0.06,1,0
6316,9127963,*NEW: Design studio Mitte Alm 2,46349020,Jakob,Mitte,Alexanderplatz,52.52673795503426,13.410356169116989,Entire home/apt,84,1,216,2018-10-13,6.25,3,320
6317,9128009,Cosy flat in the heart of Berlin,18029235,Niccolo,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52044063333211,13.454177466639154,Entire home/apt,60,7,4,2016-05-18,0.11,1,0
6318,9128108,*Berlin Design Pad Almette,46349020,Jakob,Mitte,Alexanderplatz,52.52506889367922,13.408740714951534,Entire home/apt,101,1,204,2018-10-21,5.91,3,329
6319,9128170,*NEW: Central City Pad - ALM 3,46349020,Jakob,Mitte,Alexanderplatz,52.52469166121548,13.408771137024406,Entire home/apt,65,1,198,2018-10-22,5.83,3,320
6320,9129814,Maisonette Around The World,23113861,Florian,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51953730493926,13.455659097766695,Entire home/apt,55,5,15,2017-04-17,0.45,1,0
6321,9130860,Cozy flat in Mitte 3+,47560110,Nadja,Mitte,Osloer Straße,52.55106603322247,13.390478009499805,Entire home/apt,50,3,1,2016-01-03,0.03,1,0
6322,9131711,Deep in the heart of Mitte,24544862,Christoph,Mitte,Alexanderplatz,52.51014493674518,13.408216593462008,Private room,30,2,16,2018-10-25,0.46,1,3
6323,9132683,Appartment  Balcony near KADEWE,47163643,Nick,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49774868749986,13.337986258697345,Entire home/apt,65,3,64,2018-11-01,1.75,1,321
6324,9133614,Amazing 2bedroom flat in the center,46640381,Stefan,Pankow,Prenzlauer Berg Südwest,52.5295033562862,13.416015822860697,Entire home/apt,119,2,96,2018-10-29,2.83,1,64
6325,9134425,Design Artist Loft-Appt. Schöneberg,46316503,Enrique,Tempelhof - Schöneberg,Schöneberg-Süd,52.488179558064544,13.361577072267895,Entire home/apt,96,3,87,2018-10-27,2.51,1,213
6326,9135486,Comfortable Studio,47578938,Kamila,Tempelhof - Schöneberg,Tempelhof,52.46737569683239,13.391629053066307,Entire home/apt,42,2,8,2016-04-09,0.22,1,0
6327,9135860,"light room, big kitchen in Neukölln",47580317,Stefan,Neukölln,Reuterstraße,52.488032848666975,13.437057251645953,Private room,20,3,0,,,1,0
6328,9136533,"WG-room southwest f 5 pers with 35,5qm+74qm shared",35024779,Claudio Klaus,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.48829971092283,13.326976100113107,Private room,26,1,54,2018-10-11,1.47,4,339
6329,9141203,Huge bright room in Schöneberg!!!,1033539,Claudia,Tempelhof - Schöneberg,Schöneberg-Süd,52.484087245156964,13.358896878521245,Private room,50,2,77,2018-10-19,2.59,2,6
6330,9141461,Private cosy Room in Friedrichshain,12428505,Bruno,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50548094840331,13.450104067692115,Private room,20,1,1,2015-11-05,0.03,1,0
6331,9141729,"23qm Zimmer in Moabit, nahe Turmstr",19488687,Anton,Mitte,Moabit West,52.527692377591,13.32621617479015,Private room,32,1,32,2018-11-05,0.88,1,38
6332,9146168,"beautiful, light-flooded, spacious!",3582357,Sheila,Mitte,Moabit West,52.52979945236039,13.335921583904176,Entire home/apt,82,1,0,,,1,0
6333,9147863,Large cozy room in CENTER of Berlin,5267877,Céline,Mitte,Regierungsviertel,52.51144885061417,13.38193360466308,Private room,60,3,1,2016-01-03,0.03,1,0
6334,9148343,sLittleBogotaBerlin 2 PABLO,30518151,Joachim P,Charlottenburg-Wilm.,Neue Kantstraße,52.504682845896724,13.298770678634305,Private room,70,2,11,2018-06-21,0.37,7,39
6335,9149412,beautiful 2 bedroom flat + balcony,47637114,Moritz,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.519473724324314,13.466237555014873,Entire home/apt,129,2,6,2017-09-11,0.19,2,361
6336,9150138,"Schöner, offener Wohnraum",47640324,Ines + Olaf,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.491489245852826,13.398180386170225,Entire home/apt,65,5,0,,,1,0
6337,9150173,Zimmer im bunten Wedding,19281206,Soe,Mitte,Wedding Zentrum,52.55165844854545,13.377670354509151,Private room,35,1,1,2015-11-15,0.03,2,0
6338,9150987,Cozy big room in kreuzberg/neukölln,47554561,Robert,Neukölln,Reuterstraße,52.490702710349076,13.434040400457716,Private room,25,5,0,,,1,0
6339,9152895,Schöne Wohnung in alter Brauerei,45072888,Linda,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.488007853655475,13.380596490096885,Entire home/apt,65,1,0,,,1,0
6340,9154081,Cosy & quiet near Airport TXL and Central Station,7040480,Ursula,Mitte,Moabit West,52.5239222736951,13.338708139507329,Private room,30,1,69,2018-03-23,1.89,1,0
6341,9160334,Bright and Clean Berlin Apartment,47684936,Louise,Pankow,Helmholtzplatz,52.54372651664095,13.418941984937264,Entire home/apt,10,1,0,,,1,0
6342,9161590,Bright&spacious room in Kreuzberg,10340955,민주,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48851665049406,13.393422307350285,Shared room,20,4,1,2016-04-07,0.03,1,0
6343,9164851,Comfortable room in the heart of Berlin,47702685,Paul,Mitte,Alexanderplatz,52.530687858255924,13.382687073042913,Private room,55,1,174,2018-11-01,4.83,7,339
6344,9164920,Schöne Altbauwohnung in Kreuzberg61,47703190,Liv,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49040826886448,13.38277566343386,Entire home/apt,55,2,1,2015-11-16,0.03,1,0
6345,9165505,Room with own bath at Lake Tegel,1914346,Angela,Reinickendorf,West 5,52.58842482478673,13.28163112667526,Private room,34,3,100,2018-10-22,2.74,1,330
6346,9166859,Aparment in Trendy Kreuzberg!,47710864,Lena,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.501516051778076,13.429905500638167,Entire home/apt,50,1,0,,,1,0
6347,9167632,Spacious and Cosy Artist Apartment,3622827,David,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.487180392866584,13.37505291181859,Entire home/apt,150,61,39,2018-05-28,1.19,2,365
6348,9168848,super nice room,47718468,Florian,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.513963175962886,13.462400889263515,Private room,70,2,14,2018-10-11,0.38,1,364
6350,9170744,Gemütliches Zimmer in Berlin,8811999,Christiane,Lichtenberg,Alt-Hohenschönhausen Süd,52.53905218558778,13.489471500369975,Entire home/apt,24,2,1,2016-04-29,0.03,2,0
6351,9177635,Top location Studio near KaDeWe,47757971,Daisy,Tempelhof - Schöneberg,Schöneberg-Nord,52.50284902857843,13.343468741489325,Entire home/apt,50,4,1,2016-01-05,0.03,1,0
6352,9179560,Gemütliches Zimmer in Neukölln,47765741,Kira,Neukölln,Neuköllner Mitte/Zentrum,52.464821639552575,13.434123457042302,Private room,25,1,0,,,1,0
6353,9179662,50qm Altbauwohnung nähe Maybachufer,47766136,Christian,Neukölln,Reuterstraße,52.4921942279471,13.427308096380024,Entire home/apt,37,14,3,2016-08-31,0.1,1,0
6354,9180485,Up and coming Moabit!,757830,Christian,Mitte,Moabit West,52.525347551417724,13.33029388504823,Private room,39,3,70,2018-09-16,1.91,1,271
6355,9181281,Bright Stylish Apartment Neukölln,10449338,Beth,Neukölln,Reuterstraße,52.48492988012178,13.429274836373146,Entire home/apt,75,1,12,2018-02-25,0.34,1,0
6356,9182193,Casa Rio.,23571841,Ulrike,Treptow - Köpenick,Baumschulenweg,52.46823057245639,13.486448018347799,Private room,40,1,57,2018-11-04,1.57,1,326
6357,9182459,Schönes Zimmer in Prenzlauer Berg,19419244,Liza,Pankow,Prenzlauer Berg Süd,52.53540517543016,13.4289961335234,Private room,35,2,3,2015-11-24,0.08,1,0
6358,9184413,Gartenwohnung,33405965,Ulrike,Tempelhof - Schöneberg,Tempelhof,52.48143382108999,13.38211058966598,Entire home/apt,96,3,65,2018-10-20,1.97,1,269
6359,9186093,Beautiful Neukölln apartment,43084245,Villads,Neukölln,Rixdorf,52.47929259387265,13.448421793464579,Entire home/apt,45,1,3,2016-10-23,0.08,1,0
6360,9193091,Bright & Cosy room in Wedding.,4942086,Georgina,Mitte,Wedding Zentrum,52.547961074559566,13.36017514091176,Private room,45,3,1,2016-01-01,0.03,1,0
6361,9193397,modern Flat near Warschauer Strasse Friedrichshain,47825452,Jo,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.510218847314746,13.455003100382207,Entire home/apt,35,4,54,2018-10-09,1.48,1,0
6362,9193426,ruhig und zentral@Rosa-Luxemburg-Platz,15040486,Corina,Mitte,Alexanderplatz,52.52676297262642,13.412077272633223,Private room,27,2,15,2017-09-05,0.84,1,131
6363,9193748,Überragende WG in Berlin Mitte,47556192,Roland,Mitte,Alexanderplatz,52.527588500688495,13.391751990987125,Private room,40,2,24,2018-03-11,0.69,1,0
6364,9195438,Beautiful room in Berlin Mitte,8635309,Andreas T.,Mitte,Alexanderplatz,52.524492559605754,13.40572270698243,Private room,25,2,2,2016-05-25,0.06,1,0
6365,9195781,CITY-APARTMENT-MOTZ ( KADEWE ),4639836,Steffen,Tempelhof - Schöneberg,Schöneberg-Nord,52.4977673303852,13.347148390619733,Entire home/apt,85,1,93,2018-11-03,2.82,3,339
6366,9202874,Spacious Penthouse in Berlin Center,4328532,Andrew,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.499847029147965,13.387707181293894,Entire home/apt,83,1,13,2018-08-09,0.36,1,0
6367,9204448,Room near to central station,13437035,Yasmin,Mitte,Moabit Ost,52.53467160792716,13.35718782856098,Private room,35,2,2,2015-12-20,0.05,1,0
6368,9206174,Schivel 3,13371930,Mirko,Pankow,Prenzlauer Berg Nordwest,52.55286526916364,13.411282265304587,Entire home/apt,43,90,3,2017-07-02,0.08,1,0
6369,9206682,Studio apartment Friedrichshain,47884808,Riccieri,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.515755724059666,13.46010468772238,Entire home/apt,50,1,0,,,1,0
6370,9207187,75qm gemütliche Altbau in Traumlage,47886835,Florentin,Pankow,Helmholtzplatz,52.545054772600785,13.415310860387432,Entire home/apt,55,2,10,2016-02-23,0.29,1,0
6371,9207372,Dreams come true in an old brewery!,47888163,Lars,Pankow,Pankow Zentrum,52.56628568664188,13.401738918862126,Entire home/apt,45,5,3,2016-08-15,0.09,1,0
6372,9208960,Apartment near Grunewald,18579931,Ionel,Charlottenburg-Wilm.,Grunewald,52.48266687579154,13.285901249633813,Entire home/apt,50,5,0,,,1,0
6373,9215122,"Design 3-level apartment, rooftop",3777535,Bernd,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49492713723804,13.425729760944614,Entire home/apt,220,7,1,2018-01-03,0.1,1,59
6374,9216341,Nice central apartment in the heart of Berlin,8650940,Arne,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.494808120884464,13.381912738753119,Entire home/apt,85,5,4,2017-11-04,0.12,1,0
6375,9221950,2 bedroom w private patio in quiet area  F'shain,2342312,Irit,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51795478245868,13.463220498637913,Entire home/apt,85,3,49,2018-11-04,1.36,2,303
6376,9221973,PARADIESER MANSION,8448770,Lucas,Neukölln,Rixdorf,52.47167915623079,13.45405461995574,Private room,29,1,0,,,3,0
6377,9222469,"Cosy, large and friendly flat in Kreuzberg",18265962,Carolin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49262824206439,13.39366945561957,Entire home/apt,30,4,5,2017-09-05,0.15,1,0
6378,9224827,Kreuzkolln Central Hermannplatz Apt,2557505,Berglind,Neukölln,Reuterstraße,52.48579355071189,13.427371888475676,Entire home/apt,55,4,27,2018-09-30,0.75,1,0
6379,9225893,Phantastic living with big balcony,34449068,Evelyn,Charlottenburg-Wilm.,Düsseldorfer Straße,52.499401848105926,13.322103569124575,Entire home/apt,85,2,94,2018-11-01,2.59,2,196
6380,9226203,Wintertörns Berlin-Rummelsburg,28605829,Kuhnle-Tours,Lichtenberg,Rummelsburger Bucht,52.49200714185794,13.48883365881758,Entire home/apt,189,3,0,,,3,0
6381,9226389,Wintertörns Berlin-Rummelsburg,28605829,Kuhnle-Tours,Lichtenberg,Rummelsburger Bucht,52.492498643044684,13.489654788303836,Entire home/apt,191,3,0,,,3,0
6382,9226414,room w 160cm bed in Alt-Treptow,19438285,Lion,Treptow - Köpenick,Alt  Treptow,52.489971810571404,13.449382016113795,Private room,22,1,5,2017-10-07,0.15,1,0
6383,9226607,Junior Apart- near Central Station,38650838,No3 Apartments,Mitte,Brunnenstr. Nord,52.5402604693785,13.370709260244752,Entire home/apt,36,30,1,2018-06-29,0.23,5,341
6384,9229673,Apartment close the heart of F-Hain,5694359,Jonas,Lichtenberg,Alt-Lichtenberg,52.5205563653505,13.483530480715698,Entire home/apt,39,1,0,,,1,0
6385,9231136,Attractive room in the heart of the city,23011672,Jacques,Mitte,Alexanderplatz,52.52712578435839,13.390635255521106,Private room,36,3,2,2018-08-17,0.58,1,0
6386,9231931,Beautiful room with balcony near Tempelhofer Feld,32892234,Lara,Neukölln,Neuköllner Mitte/Zentrum,52.47680753909006,13.427246097671766,Private room,24,2,163,2018-10-24,5.86,1,8
6387,9232303,large one bedroom studio,1174550,Molly,Pankow,Helmholtzplatz,52.54205384266305,13.415611705904588,Entire home/apt,46,1,0,,,1,0
6388,9236207,Charming altbau in F'hain,23780943,Nir,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51405124668101,13.45640194936309,Private room,50,1,34,2018-09-21,0.98,2,318
6389,9241624,"Go East, go West,... Neukölln is the BEST!!!",4892729,Denise,Neukölln,Rixdorf,52.47928217002973,13.444984282530001,Private room,35,1,8,2017-12-18,0.42,1,35
6390,9242135,Charming Art Nouveau Style Apt.,5679605,Mike,Tempelhof - Schöneberg,Schöneberg-Nord,52.49728736741308,13.339183945683875,Entire home/apt,92,5,35,2018-10-28,1.01,1,300
6391,9242204,sunny 1 room-apartement,977009,Kerstin,Pankow,Prenzlauer Berg Nordwest,52.54671799171597,13.405875338896443,Entire home/apt,75,3,1,2016-01-02,0.03,1,0
6392,9242514,Altbauwohnung in Kreuzberg/Mitte,43651750,Heike,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49778586238649,13.384870809122026,Private room,100,7,29,2018-09-17,0.79,1,315
6393,9242982,Freundliches sonniges Zimmer,48038475,Marcel,Tempelhof - Schöneberg,Schöneberg-Nord,52.49474973204594,13.364772432874274,Private room,51,1,0,,,1,0
6394,9243920,Lovely Room in Friedrichshain near Ostkreuz,10444830,Nadia,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50700353598542,13.470447468989056,Private room,28,2,3,2018-05-22,0.11,2,0
6395,9248182,Lion's Den - 3 bedroom-Apartment,7537795,Norman,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.509809786164894,13.466262452428069,Entire home/apt,169,3,58,2018-10-16,1.67,2,176
6396,9250150,2 Zimmer Apartment nahe Arcaden,8912086,René,Spandau,Wilhelmstadt,52.526615410064345,13.182517309795596,Entire home/apt,69,60,0,,,26,61
6397,9250878,Great cozy flat in Friedrichshain,6682282,Ines,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.508036815819615,13.465847882362795,Entire home/apt,95,3,5,2016-09-12,0.14,1,0
6398,9251595,Good on ya! Goyastrasse,48067287,Annina,Pankow,Weißensee,52.552549956178005,13.441496194961273,Entire home/apt,25,20,0,,,1,0
6399,9253125,The green heart of Kreuzberg,48075317,Lodovica,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49068767781044,13.411863945218649,Entire home/apt,48,2,3,2016-01-24,0.09,1,0
6400,9254100,big cosy flat -Altbau- 3 rooms (85m²),10429786,Liese,Neukölln,Schillerpromenade,52.465802629703454,13.432338214106492,Entire home/apt,90,3,6,2018-11-06,1.1,2,0
6401,9256082,Gemütl. Doppelbett in Prenzlberg (Preis/ Pers.),44097204,Martina,Pankow,Prenzlauer Berg Süd,52.529995053245365,13.428652025531967,Private room,27,2,27,2018-09-24,0.76,2,291
6402,9257908,Nice Room in Neukölln :),48094926,Paul,Neukölln,Schillerpromenade,52.470243850264424,13.427368314662981,Private room,30,1,2,2017-07-23,0.12,1,0
6403,9258549,gemütliches Zimmer mit Balkon,48098445,Johanna,Pankow,Blankenfelde/Niederschönhausen,52.578968868719244,13.399527477929261,Private room,20,1,4,2017-09-17,0.27,1,0
6404,9260285,"Berlinale! XL design loft, centrally located ❤︎",10878206,Isolde,Pankow,Prenzlauer Berg Nord,52.550041563888826,13.414883632663571,Entire home/apt,120,4,7,2017-12-31,0.2,1,5
6405,9266036,Central Apartment - Best Location,37217908,Tim,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50112376226093,13.425002964096961,Entire home/apt,79,1,0,,,1,0
6406,9266598,Chic Prenzlauer Studio w/ Balcony!,17264609,Saskia,Pankow,Prenzlauer Berg Nord,52.55204462904368,13.421398998819699,Entire home/apt,45,3,13,2016-09-12,0.37,1,0
6407,9267220,Gemütliches Zimmer in Berlin,44840052,Aleksandra,Treptow - Köpenick,Baumschulenweg,52.460056780638354,13.485501098361544,Private room,25,7,0,,,1,0
6408,9267631,sweet little home,2594800,Gabriela,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48859465964448,13.388434313305169,Entire home/apt,49,2,2,2018-07-27,0.06,1,0
6409,9267723,Classic Berlin-style apartment,8146714,Louisa,Pankow,Helmholtzplatz,52.54123574489599,13.414292853001408,Entire home/apt,150,2,44,2018-08-12,1.41,2,31
6410,9268629,Great LEGAL Flat for 10! 5BR 3Bath,102461,Trudy,Neukölln,Schillerpromenade,52.48475794863013,13.423749767819762,Entire home/apt,359,3,182,2018-10-25,5.98,9,85
6411,9268732,Lovely Room,47411756,Florian,Charlottenburg-Wilm.,Schloß Charlottenburg,52.511291508439186,13.301278214540845,Private room,26,1,1,2015-11-23,0.03,1,0
6412,9270375,spacious and charming apartment,550806,G,Neukölln,Reuterstraße,52.49035925293735,13.432864915455033,Entire home/apt,55,4,8,2018-07-31,0.23,1,0
6413,9271328,Architect Room,16166447,Ly,Mitte,Brunnenstr. Süd,52.533596296182324,13.399246780164175,Private room,180,5,14,2017-07-22,0.39,1,296
6414,9272162,"Large room+balcony, well connected",25037042,Oliver,Pankow,Prenzlauer Berg Nordwest,52.54860670100561,13.409343394512927,Private room,29,3,11,2018-08-20,0.34,1,0
6415,9272535,Room for two person in the center hip area*,48159193,Yvo,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51426548722136,13.464486607469688,Private room,25,5,4,2018-09-11,0.17,1,321
6416,9273023,Huge LEGAL Central Design Apartement,18183098,Andre Marcel,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5058336890195,13.469757424670904,Entire home/apt,349,3,45,2018-10-26,1.25,1,304
6417,9273945,Art box central,7891529,Silly,Pankow,Prenzlauer Berg Süd,52.53095968943446,13.423628952815035,Private room,30,4,169,2018-10-14,4.63,1,138
6418,9278672,"Beautiful, bright flat in old Villa",32928035,Julian,Charlottenburg-Wilm.,Grunewald,52.49216533963442,13.287050033145617,Entire home/apt,250,7,6,2018-08-09,0.22,1,0
6419,9278730,Nice and bright and room in Neukölln,47690727,Jakob,Neukölln,Rixdorf,52.47336643838347,13.451870481203578,Private room,29,5,1,2017-09-15,0.07,1,0
6420,9285147,Welcome to Berlin - Neukölln,48216949,Mona,Neukölln,Rixdorf,52.47320103673791,13.454466959203112,Entire home/apt,59,1,0,,,1,0
6421,9285452,Amazing - comfy - well located,10588246,Jacob,Neukölln,Neuköllner Mitte/Zentrum,52.467063655009525,13.442297689194733,Private room,50,3,77,2018-11-01,2.12,4,18
6422,9287690,Flat in Berlin 300 EUR for a week,48227239,Varvara,Pankow,Pankow Zentrum,52.573982772065,13.422927041946425,Entire home/apt,43,6,0,,,1,0
6423,9287838,"[R6] 6 rooms, 4 baths, at Park Ex-Airport, subway",909226,Werner,Tempelhof - Schöneberg,Tempelhof,52.467221301031046,13.390998143382115,Entire home/apt,360,2,55,2018-10-28,1.52,9,293
6424,9287981,"Central, quiet, and bright apt",3546875,Jenny,Mitte,Alexanderplatz,52.52871453908968,13.402246063546007,Entire home/apt,50,10,14,2018-10-20,0.44,1,259
6425,9288772,Flat in Friedrischain,48231729,Alix,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.511613178514224,13.469216792258004,Entire home/apt,60,3,0,,,1,0
6426,9289100,Gemütliches sonniges Zimmer PrenzlB,11143577,Hannah,Pankow,Prenzlauer Berg Süd,52.53298325258128,13.437229355854033,Private room,119,7,0,,,1,0
6427,9289287,room in neukoellnstyle apartment,48242833,Sarah,Neukölln,Rixdorf,52.47938359127829,13.446098662047177,Private room,39,1,41,2018-09-23,1.12,2,314
6428,9291172,Schöne Wohnung nähe Mexikoplatz,34154030,Andreas,Steglitz - Zehlendorf,Zehlendorf  Nord,52.432821271690386,13.225881462898386,Entire home/apt,40,60,3,2017-12-09,0.09,1,280
6429,9292652,Cozy room in the heart of Kreuzberg,27967350,Mareike,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49478931125452,13.433221492440564,Private room,35,1,18,2018-09-19,0.49,1,0
6430,9292804,Studio Plus II - Schönhauser Allee,1435273,OTA-Berlin,Pankow,Prenzlauer Berg Südwest,52.530538881866185,13.409343005758839,Entire home/apt,110,4,40,2018-10-31,1.21,7,264
6431,9297443,Large room in vibrant Sprengelkiez,48268160,Reini,Mitte,Wedding Zentrum,52.5424721327235,13.354127365988758,Private room,13,8,0,,,1,0
6432,9298738,Schöne&helle 2-Zimmer Altbauwohnung,9559531,Berith,Pankow,Prenzlauer Berg Nordwest,52.55145903469869,13.40116940982035,Entire home/apt,69,3,1,2015-11-28,0.03,2,0
6433,9303849,"Fancy, funny and sunny apartment",48299962,Franziska,Mitte,Osloer Straße,52.55772158240036,13.385350622106413,Private room,20,2,3,2016-05-10,0.09,1,0
6434,9305152,Loft in old factory // Berlin Mitte,34555953,Julian,Mitte,Alexanderplatz,52.50675667569431,13.42207374973918,Entire home/apt,129,3,26,2018-01-05,0.73,1,0
6435,9306310,cozy 80m² 2-room apartment,12687436,Isabel,Neukölln,Schillerpromenade,52.478422592598655,13.424726720494087,Entire home/apt,70,2,4,2016-12-13,0.15,1,0
6436,9306628,Ruhig gelegene Wohnung im Wedding,48311536,Jenny,Mitte,Osloer Straße,52.558845927777284,13.384958458267743,Entire home/apt,80,1,1,2016-01-01,0.03,1,0
